Value,Panel,Age,NR.mu,labs
0,logwall,65,3.2,Neutral
2,logwall,51,5,Natural
2,logwall,57,3.6,Natural
2,logwall,73,2.6666666666666665,Natural
2,logwall,56,4,Natural
2,logwall,80,4.4,Natural
1,logwall,61,3.8,Somewhat natural
2,logwall,63,4.6,Natural
2,logwall,66,4.2,Natural
2,logwall,46,4,Natural
2,logwall,50,3.8,Natural
2,logwall,41,2.8,Natural
2,logwall,48,3.2,Natural
2,logwall,43,3.4,Natural
2,logwall,39,4,Natural
2,logwall,53,4,Natural
2,logwall,44,3,Natural
2,logwall,50,4.2,Natural
2,logwall,44,3.2,Natural
2,logwall,52,3.2,Natural
2,logwall,65,3.8,Natural
2,logwall,62,4.4,Natural
2,logwall,66,3.8,Natural
2,logwall,54,4.4,Natural
1,logwall,83,4.4,Somewhat natural
2,logwall,38,4,Natural
2,logwall,57,3.6,Natural
2,logwall,53,4.2,Natural
1,logwall,45,4,Somewhat natural
2,logwall,28,2.25,Natural
2,logwall,52,3.8,Natural
2,logwall,52,4.75,Natural
1,logwall,38,2.25,Somewhat natural
2,logwall,25,4.2,Natural
2,logwall,34,3.4,Natural
2,logwall,68,4.2,Natural
2,logwall,25,3.3333333333333335,Natural
2,logwall,30,4.2,Natural
2,logwall,39,3.2,Natural
2,logwall,46,4.4,Natural
2,logwall,64,4.4,Natural
2,logwall,52,4.2,Natural
2,logwall,40,5,Natural
2,logwall,50,3.4,Natural
2,logwall,75,4.2,Natural
1,logwall,27,4,Somewhat natural
2,logwall,58,3.2,Natural
2,logwall,61,4.6,Natural
1,logwall,25,3.4,Somewhat natural
2,logwall,23,4.4,Natural
1,logwall,34,3.5,Somewhat natural
2,logwall,26,4,Natural
1,logwall,48,1.6,Somewhat natural
2,logwall,61,4.8,Natural
2,logwall,41,4,Natural
2,logwall,48,4.6,Natural
2,logwall,35,2.25,Natural
2,logwall,24,3.25,Natural
2,logwall,62,3,Natural
1,logwall,22,3.2,Somewhat natural
2,logwall,30,4,Natural
2,logwall,29,4,Natural
2,logwall,41,4.6,Natural
2,logwall,33,4.4,Natural
2,logwall,63,2.2,Natural
2,logwall,51,4,Natural
2,logwall,53,3.2,Natural
1,logwall,22,3.8,Somewhat natural
2,logwall,25,3.4,Natural
0,logwall,30,2.75,Neutral
1,logwall,25,4,Somewhat natural
0,logwall,27,3.8,Neutral
2,logwall,26,3,Natural
-1,logwall,93,4.8,Somewhat artificial
2,logwall,26,2.8,Natural
2,logwall,62,2.6,Natural
1,logwall,22,2.75,Somewhat natural
2,logwall,25,3.8,Natural
2,logwall,25,3.6,Natural
2,logwall,27,3.8,Natural
2,logwall,25,4.5,Natural
2,logwall,57,3.6,Natural
2,logwall,23,3.5,Natural
1,logwall,25,3.8,Somewhat natural
2,logwall,60,4.25,Natural
0,logwall,28,4.4,Neutral
1,logwall,58,4,Somewhat natural
2,logwall,36,4.6,Natural
1,logwall,28,2.6,Somewhat natural
2,logwall,25,4.25,Natural
1,logwall,48,3.8,Somewhat natural
2,logwall,32,2.75,Natural
2,logwall,25,3.8,Natural
2,logwall,42,4.2,Natural
0,logwall,46,3.6,Neutral
2,logwall,32,4.8,Natural
1,logwall,24,4.8,Somewhat natural
2,logwall,23,4.6,Natural
2,logwall,1,4.2,Natural
1,logwall,35,3,Somewhat natural
2,logwall,28,4,Natural
2,logwall,32,3.6,Natural
2,logwall,21,4.2,Natural
2,logwall,32,4.2,Natural
0,logwall,28,3.8,Neutral
2,logwall,19,3,Natural
2,logwall,58,3.5,Natural
2,logwall,42,3.75,Natural
0,logwall,53,4,Neutral
1,logwall,19,4,Somewhat natural
2,logwall,19,3.2,Natural
2,logwall,19,4,Natural
2,logwall,19,3.8,Natural
2,logwall,26,4.8,Natural
0,logwall,19,3.4,Neutral
2,logwall,55,3.75,Natural
2,logwall,49,3.2,Natural
2,logwall,25,4.8,Natural
1,logwall,63,4.2,Somewhat natural
2,logwall,26,3.6,Natural
1,logwall,19,3.8,Somewhat natural
2,logwall,55,5,Natural
2,logwall,19,4.2,Natural
1,logwall,69,3.6,Somewhat natural
2,logwall,27,3.8,Natural
2,logwall,33,4.2,Natural
1,logwall,30,4,Somewhat natural
2,logwall,30,2.8,Natural
2,logwall,30,4.5,Natural
2,logwall,32,3.4,Natural
2,logwall,31,4.2,Natural
1,logwall,32,3.4,Somewhat natural
2,logwall,31,3,Natural
2,logwall,32,2.75,Natural
2,logwall,62,4,Natural
2,logwall,32,2.8,Natural
2,logwall,31,4.8,Natural
1,logwall,42,4.25,Somewhat natural
0,logwall,32,3,Neutral
1,logwall,60,3.6,Somewhat natural
1,logwall,32,2.25,Somewhat natural
0,logwall,43,4.2,Neutral
0,logwall,41,4.6,Neutral
2,logwall,36,4.2,Natural
2,logwall,42,3.4,Natural
2,logwall,32,4.25,Natural
2,logwall,55,4,Natural
0,logwall,30,3.4,Neutral
1,logwall,25,3.8,Somewhat natural
2,logwall,52,3,Natural
2,logwall,49,3.6,Natural
-1,logwall,43,4.4,Somewhat artificial
2,logwall,48,4.6,Natural
2,logwall,25,4.5,Natural
0,logwall,53,4.4,Neutral
2,logwall,40,4.6,Natural
2,logwall,30,4.2,Natural
0,logwall,38,4,Neutral
2,logwall,44,4.25,Natural
0,logwall,41,4.2,Neutral
2,logwall,59,3.8,Natural
1,logwall,31,3.8,Somewhat natural
2,logwall,59,3.8,Natural
2,logwall,44,4.2,Natural
2,logwall,43,4.25,Natural
2,logwall,56,3.6,Natural
1,logwall,36,2.6,Somewhat natural
2,logwall,25,1.6666666666666667,Natural
2,logwall,37,2.2,Natural
2,logwall,30,4.4,Natural
2,logwall,30,4.5,Natural
2,logwall,58,3.6,Natural
2,logwall,59,3.4,Natural
2,logwall,34,4.4,Natural
2,logwall,32,4,Natural
0,logwall,20,3.6,Neutral
2,logwall,19,3.4,Natural
0,logwall,19,3.6,Neutral
2,logwall,34,3.75,Natural
2,logwall,40,4.8,Natural
2,logwall,46,3.6,Natural
2,logwall,48,3.25,Natural
2,logwall,33,4,Natural
2,logwall,52,4.6,Natural
2,logwall,31,3.25,Natural
1,logwall,36,3.2,Somewhat natural
2,logwall,44,4.4,Natural
2,logwall,60,4.4,Natural
2,logwall,36,3.2,Natural
2,logwall,59,5,Natural
2,logwall,66,4.4,Natural
2,logwall,40,3.6,Natural
2,logwall,44,3.8,Natural
2,logwall,40,3.8,Natural
1,logwall,45,3.4,Somewhat natural
0,logwall,48,4.2,Neutral
2,logwall,54,2.6,Natural
1,logwall,53,3.8,Somewhat natural
2,logwall,51,4,Natural
2,logwall,60,4.8,Natural
2,logwall,33,2,Natural
1,logwall,52,1.8,Somewhat natural
1,logwall,62,3,Somewhat natural
2,logwall,35,2.6,Natural
2,logwall,51,4.8,Natural
-1,logwall,50,3.6,Somewhat artificial
2,logwall,47,4.8,Natural
2,logwall,24,4.6,Natural
